uid	tcga_g5_6641_01a_11r_a32z_07_bed	tcga_ag_3605_01a_01r_0826_07_bed	tcga_ag_a025_01a_01r_a00a_07_bed	tcga_ei_6883_01a_31r_1928_07_bed	tcga_af_3400_11a_01r_a32z_07_bed	tcga_ei_6512_01a_11r_1736_07_bed	tcga_dc_5869_01a_01r_1660_07_bed	tcga_af_a56k_01a_32r_a39d_07_bed	tcga_af_2691_01a_01r_0821_07_bed	tcga_ag_3882_01a_01r_0905_07_bed	tcga_ah_6549_01a_11r_1830_07_bed	tcga_ei_6509_01a_11r_1736_07_bed	tcga_dc_6155_01a_11r_1660_07_bed	tcga_ag_a01j_01a_01r_a00a_07_bed	tcga_ag_3902_01a_01r_a32z_07_bed	tcga_f5_6464_01a_11r_1736_07_bed	tcga_ag_3901_01a_01r_1119_07_bed	tcga_af_6136_01a_11r_1830_07_bed	tcga_ei_6508_01a_11r_1736_07_bed	tcga_ag_3742_11a_01r_1660_07_bed	tcga_dc_6158_01a_11r_1660_07_bed	tcga_af_a56n_01a_12r_a39d_07_bed	tcga_f5_6702_01a_11r_1830_07_bed	tcga_dy_a1dg_01a_11r_a32y_07_bed	tcga_af_2693_01a_02r_1736_07_bed	tcga_f5_6863_01a_11r_1928_07_bed	tcga_af_5654_01a_01r_1660_07_bed	tcga_dc_6681_01a_11r_a32z_07_bed	tcga_ag_a01n_01a_01r_a00a_07_bed	tcga_dc_4749_01a_01r_1736_07_bed	tcga_bm_6198_01a_11r_1736_07_bed	tcga_ei_6506_01a_11r_1736_07_bed	tcga_ag_3742_01a_11r_1660_07_bed	tcga_ag_3728_01a_01r_0905_07_bed	tcga_ag_3609_01a_02r_0826_07_bed	tcga_ci_6623_01b_11r_1830_07_bed	tcga_ag_a011_01a_01r_a002_07_bed	tcga_dc_6156_01a_11r_1660_07_bed	tcga_ag_4005_01a_01r_1119_07_bed	tcga_ah_6544_01a_11r_1830_07_bed	tcga_af_3400_01a_01r_0821_07_bed	tcga_af_6655_01a_11r_1830_07_bed	tcga_ag_a00y_01a_02r_a002_07_bed	tcga_ag_3725_01a_11r_1736_07_bed	tcga_ag_3727_01a_01r_0905_07_bed	tcga_ag_3731_11a_01r_1736_07_bed	tcga_ag_a00c_01a_01r_a002_07_bed	tcga_ag_3731_01a_11r_1736_07_bed	tcga_ag_3578_01a_01r_0821_07_bed	tcga_ef_5831_01a_01r_1660_07_bed	tcga_ag_a032_01a_01r_a00a_07_bed	tcga_ci_6624_01c_11r_1830_07_bed	tcga_ci_6620_01a_11r_1830_07_bed	tcga_af_2689_11a_01r_a32z_07_bed	tcga_dy_a1de_01a_11r_a155_07_bed	tcga_ag_3890_01a_01r_1119_07_bed	tcga_ag_3601_01a_01r_0826_07_bed	tcga_af_2692_11a_01r_a32z_07_bed	tcga_ag_a01y_01a_41r_a083_07_bed	tcga_f5_6861_01a_11r_1928_07_bed	tcga_af_2692_01a_01r_0821_07_bed	tcga_af_2687_01a_02r_1736_07_bed	tcga_ag_a02n_01a_11r_a083_07_bed	tcga_ag_4008_01a_01r_1119_07_bed	tcga_dc_6157_01a_11r_1660_07_bed	tcga_ah_6547_01a_11r_1830_07_bed	tcga_ag_3591_01a_01r_1736_07_bed	tcga_ag_3575_01a_01r_0821_07_bed	tcga_ei_6514_01a_11r_1736_07_bed	tcga_ag_a01w_01a_21r_a083_07_bed	tcga_dc_5337_01a_01r_1660_07_bed	tcga_ag_3587_01a_01r_0821_07_bed	tcga_ag_3592_01a_02r_1736_07_bed	tcga_f5_6465_01a_11r_1736_07_bed	tcga_ag_3883_01a_02r_0905_07_bed	tcga_ei_6885_01a_11r_1928_07_bed	tcga_ag_3893_01a_01r_1119_07_bed	tcga_ag_3600_01a_01r_0826_07_bed	tcga_ah_6903_01a_11r_1928_07_bed	tcga_ag_3584_01a_01r_0821_07_bed	tcga_ag_3894_01a_01r_1119_07_bed	tcga_ei_6882_01a_11r_1928_07_bed	tcga_ag_3892_01a_01r_1119_07_bed	tcga_ag_3726_01a_02r_0905_07_bed	tcga_ag_3999_01a_01r_1119_07_bed	tcga_ag_3885_01a_01r_0905_07_bed	tcga_cl_4957_01a_01r_1736_07_bed	tcga_ag_3599_01a_02r_0826_07_bed	tcga_af_3913_01a_02r_1119_07_bed	tcga_ag_3581_01a_01r_0821_07_bed	tcga_f5_6571_01a_12r_1830_07_bed	tcga_f5_6810_01a_11r_1830_07_bed	tcga_ef_5830_01a_01r_1660_07_bed	tcga_af_a56l_01a_31r_a39d_07_bed	tcga_ag_3583_01a_01r_0821_07_bed	tcga_ag_3580_01a_01r_0821_07_bed	tcga_ag_a002_01a_01r_a002_07_bed	tcga_ag_3881_01a_01r_0905_07_bed	tcga_dy_a1df_01a_11r_a155_07_bed	tcga_ag_3594_01a_02r_0821_07_bed	tcga_ah_6643_01a_11r_1830_07_bed	tcga_ei_6510_01a_11r_1736_07_bed	tcga_af_6672_01a_11r_1830_07_bed	tcga_ag_a014_01a_02r_a002_07_bed	tcga_af_2691_11a_01r_a32z_07_bed	tcga_ag_4007_01a_01r_1119_07_bed	tcga_ag_a023_01a_01r_a00a_07_bed	tcga_af_5654_11a_11r_1660_07_bed	tcga_ag_3593_01a_01r_0821_07_bed	tcga_ag_3887_01a_01r_1119_07_bed	tcga_ei_7002_01a_11r_1928_07_bed	tcga_ag_3732_11a_01r_1660_07_bed	tcga_ag_3725_11a_01r_1736_07_bed	tcga_g5_6235_01a_11r_1736_07_bed	tcga_ag_3611_01a_01r_0826_07_bed	tcga_dc_6154_01a_31r_1928_07_bed	tcga_ag_a01l_01a_01r_a002_07_bed	tcga_ah_6643_11a_01r_1830_07_bed	tcga_af_3911_01a_01r_1736_07_bed	tcga_ag_4001_01a_02r_1119_07_bed	tcga_ag_a016_01a_01r_a002_07_bed	tcga_dy_a1dd_01a_21r_a155_07_bed	tcga_ag_a02g_01a_01r_a00a_07_bed	tcga_ag_3898_01a_01r_1119_07_bed	tcga_ag_a036_01a_12r_a083_07_bed	tcga_f5_6812_01a_11r_1830_07_bed	tcga_ei_6513_01a_21r_1736_07_bed	tcga_ag_a020_01a_21r_a083_07_bed	tcga_af_2690_01a_02r_1736_07_bed	tcga_ag_3909_01a_01r_1119_07_bed	tcga_dt_5265_01a_21r_1830_07_bed	tcga_ag_3732_01a_11r_1660_07_bed	tcga_ag_a015_01a_01r_a002_07_bed	tcga_ci_6622_01a_11r_1830_07_bed	tcga_ei_6881_01a_11r_a32z_07_bed	tcga_ei_6884_01a_11r_1928_07_bed	tcga_ag_a008_01a_01r_a002_07_bed	tcga_ah_6897_01a_11r_1928_07_bed	tcga_ag_4015_01a_01r_1119_07_bed	tcga_cl_5917_01a_11r_1660_07_bed	tcga_ag_a026_01a_01r_a00a_07_bed	tcga_f5_6814_01a_31r_1928_07_bed	tcga_dy_a1dc_01a_31r_a155_07_bed	tcga_ci_6619_01b_11r_1830_07_bed	tcga_dy_a0xa_01a_11r_a155_07_bed	tcga_af_4110_01a_02r_1736_07_bed	tcga_dc_6682_01a_11r_1830_07_bed	tcga_ag_3598_01a_01r_0826_07_bed	tcga_ag_3582_01a_01r_0821_07_bed	tcga_ag_3878_01a_02r_0905_07_bed	tcga_f5_6811_01a_11r_1830_07_bed	tcga_ag_4021_01a_01r_1736_07_bed	tcga_ag_3602_01a_02r_0826_07_bed	tcga_ag_3586_01a_02r_0821_07_bed	tcga_cl_5918_01a_11r_1660_07_bed	tcga_dy_a1h8_01a_21r_a155_07_bed	tcga_f5_6813_01a_11r_1830_07_bed	tcga_ag_3612_01a_01r_0826_07_bed	tcga_dc_6683_01a_11r_1830_07_bed	tcga_ag_3574_01a_01r_0821_07_bed	tcga_ag_a02x_01a_01r_a00a_07_bed	tcga_g5_6572_02a_12r_1830_07_bed	tcga_g5_6572_01a_11r_1830_07_bed	tcga_ag_a00h_01a_01r_a00a_07_bed	tcga_dc_6160_01a_11r_1660_07_bed	tcga_g5_6233_01a_11r_1736_07_bed	tcga_f5_6864_01a_11r_1928_07_bed	tcga_ag_4022_01a_01r_1736_07_bed	tcga_ag_3608_01a_01r_0826_07_bed	tcga_ah_6644_01a_21r_1830_07_bed	tcga_dc_4745_01a_01r_a32z_07_bed	tcga_ei_6917_01a_11r_1928_07_bed	tcga_ei_7004_01a_11r_1928_07_bed	tcga_ci_6621_01a_11r_1830_07_bed	tcga_ag_3896_01a_01r_1119_07_bed	tcga_ei_6507_01a_11r_1736_07_bed	tcga_ei_6511_01a_11r_1736_07_bed
DPP9:ENSG00000142002:E26.1-E27.2|ENSG00000142002:E25.3-E27.2	0.14	0.07	0.11	0.09	0.08	0.05	0.07	0.06	0.0	0.17	0.03	0.06	0	0.05	0.08	0.04	0.04	0.04	0.01	0.13	0.06	0.09	0.12	0.18	0.08	0.08	0.09	0.07	0.1	0.1	0.06	0.09	0.06	0.1	0.02	0.06	0.04	0.07	0.08	0.06	0.19	0.09	0.06	0.08	0.07	0.17	0.03	0.07	0.09	0.04	0.08	0.06	0.02	0.16	0.02	0.09	0.08	0.07	0.07	0.1	0.07	0.09	0.0	0.14	0.03	0.17	0.08	0.0	0.02	0.02	0.04	0.07	0.03	0.08	0.12	0.03	0.14	0.06	0.09	0.08	0.07	0.17	0.15	0.08	0.06	0.1	0.04	0.09	0.08	0.06	0.05	0.11	0.06	0.08	0.03	0.13	0.02	0.0	0.22	0.03	0.04	0.07	0.12	0.03	0.05	0.06	0.06	0.12	0.12	0.03	0.03	0.16	0.06	0.1	0.08	0.08	0.06	0.12	0.04	0.03	0.11	0.07	0.02	0.05	0.03	0.06	0.05	0.0	0.1	0.11	0.04	0.14	0.11	0.05	0.06	0.05	0.02	0.1	0.02	0.03	0.06	0.04	0.06	0.09	0.1	0.07	0.05	0.09	0.0	0.08	0.06	0.05	0.18	0.17	0.06	0.14	0.05	0.13	0.04	0.07	0.03	0.05	0.03	0.09	0.07	0.1	0.11	0.09	0.08	0.07	0.04	0.15	0.04	0.09	0.03	0.16	0.05
EIF2B5:ENSG00000145191:I11.1-E12.1|ENSG00000145191:E11.3-E12.2	0.05	0.0	0.06	0.0	0.0	0.0	0.0	0.14	0.11	0.0	0.0	0.04	0	0.0	0.04	0.0	0.0	0.17	0.04	0.0	0.0	0.05	0.0	0.04	0.0	0.04	0.0	0.0	0.1	0.04	0.05	0.06	0.06	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.1	0.0	0.03	0.0	0.0	0.0	0.0	0.1	0.04	0.0	0.0	0.03	0.0	0.06	0.0	0.0	0.05	0.08	0.0	0.14	0.07	0.14	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.09	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.12	0.1	0.06	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.08	0.0	0.04	0.09	0.0	0.03	0.08	0.0	0.16	0.0	0.12	0.06	0.06	0.06	0.13	0.0	0.0	0.1	0.06	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04	0.06	0.08	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.06	0.09	0.0	0.05	0.0	0.07	0.0	0.06	0.0	0.06	0.0	0.09	0.0
DIAPH2:ENSG00000147202:E27.1-E28.1|ENSG00000147202:E27.1-E29.1	0.74	0.62	0	0.86	0.74	0.55	0.81	0.44	0.57	0	0.71	0.64	1.0	0.43	0.91	0.76	0.78	0.54	0.55	0.74	0.73	0.59	0.81	0.99	0.89	0.88	0.75	0.61	0.88	0.78	0.94	0.5	0.79	0.67	0.74	0.89	0	0.66	0.65	0.81	0.93	0.59	0.9	0.85	0	0.56	0.77	0.76	0.5	0.88	0.55	0.42	0.75	0.71	0.93	0.4	0.87	0.69	0.7	0.86	0.39	0.79	0.5	0.42	0.83	0.73	0.94	0.67	0.5	0.89	0.87	0	0.78	0.71	0	0.79	0.69	0.7	0.53	0.38	0	0.47	0	0	0.86	0	0.74	0	0.48	0	0.71	0.87	0.96	0.66	0.52	0.67	0.33	1.0	0.95	0.5	0.7	0.67	0.54	0.39	0.79	0	0.31	0.59	0.67	0	0.49	0.53	0.65	0.73	0.85	0.88	0.44	0.68	0.76	0.64	0	0.95	0.73	0.61	1.0	0.85	0.92	0.41	0.8	0	0.89	0.87	0.58	0.64	0.78	0.33	0.62	0.62	0.94	0.56	0.6	0.91	0.89	0.9	0.84	0.74	0.75	0	0.57	0	0.56	0.66	0.8	0.67	0.9	0.97	0.86	0.43	0.55	0.65	0	0.75	0.71	1.0	0.74	0.91	0.65	0.56	0.78	0.85	0.67	0.76	0.38	0.7	0.58	0.44	0.58
PLPP5:ENSG00000147535:E6.3-E9.1|ENSG00000147535:E6.3-E8.2	0.5	0.57	0.64	0.55	0.58	0.71	0.65	0.56	0.6	0.71	0.39	0.47	0	0	0.34	0.53	0.48	0.59	0.63	0.67	0.65	0.47	0.56	0.33	0.57	0.58	0.66	0.78	0.78	0.52	0.43	0.68	0.62	0.83	0.71	0.39	0.92	0.65	0.62	0.37	0.53	0.61	0.5	0.65	0	0.66	0.48	0.67	0.36	0.66	0.79	0.6	0.62	0.64	0.38	0	0.4	0.62	0.46	0.65	0.5	0.66	0.4	0.53	0.6	0.61	0.59	0.44	0.64	0.4	0.47	0	0.53	0.65	0.91	0.72	0.67	0.31	0.59	0.54	0.43	0.62	0.66	0.53	0.69	0.68	0.56	0.73	0.58	0.57	0.54	0.52	0.5	0.41	0.47	0.55	0.15	0.72	0.23	0.62	0.52	0.52	0.55	0.44	0.58	0.67	0.45	0.65	0.36	0.47	0.55	0.5	0.5	0.55	0.29	0.62	0.23	0.57	0.64	0.77	0.67	0.27	0.42	0.65	0.5	0.39	0.58	0.46	0.53	0.62	0.3	0.69	0.5	0.44	0.55	0.51	0.55	0.52	0.85	0.65	0	0.42	0.55	0.53	0.59	0.6	0.73	0.6	0.5	0.75	0.63	0.6	0.27	0.33	0.47	0.07	0.52	0.5	0.72	0.51	0.5	0.61	0.72	0.54	0.71	0.52	0.67	0.54	0.48	0.59	0.64	0.67	0.65	0.62	0.54	0.53	0.53
ACAD8:ENSG00000151498:E6.8-I6.1|ENSG00000151498:E6.2-E7.1	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.24	0.0	0	0	0.22	0.0	0.0	0.0	0.12	0.13	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.16	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.21	0	0.0	0	0.0	0.22	0.0	0.0	0.0	0.0	0.15	0.0	0.09	0.0	0.18	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.08	0.0	0.0	0.11	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.11	0.21	0.0	0.19	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.12	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.21	0.19	0	0.0	0.0	0.13	0.0	0.08	0.0	0.29	0.0
CAST:ENSG00000153113:E23.1-E24.1|ENSG00000153113:E22.2-E24.1	0.95	0.88	0.69	0.7	0.94	0.95	0.47	0.95	0.98	0	0.08	0.04	0	0.88	0.49	0.95	0.98	0.82	0.49	0.01	0.96	0.95	0.95	0.0	0.95	0.49	0.01	0.96	0.03	0.4	0.94	0.92	0.0	1.0	1.0	0.94	0.95	0.51	0.75	0.01	0.97	0.94	0.0	0.66	1.0	0.53	0.59	0.3	0.98	0.0	0.39	0.95	0.44	0.0	0.55	0.97	0.65	0.97	0.85	0.05	0.99	0.9	0.96	0.77	0.97	0.52	0.33	0.96	0.94	0.53	0.97	0.55	0.96	0.89	0	0.01	0.99	0.98	0.0	0.62	0.0	0.52	1.0	0	0.97	0.53	0.95	0.62	0.98	0.58	0.93	0.95	0.91	0.94	0.93	0.01	0.98	0.89	0.62	0.06	0.93	0.53	0.01	0.93	0.96	0.95	0.0	0.0	0.03	0.6	0.97	0.89	0.5	0.95	0.63	0.96	0.56	0.95	0.94	0.31	0.6	0.05	1.0	0.99	0.98	0.93	0.96	0.05	0.46	0.94	0.98	0.96	0.08	0.54	0.96	0.95	0.99	0.99	0.98	0.95	0.93	0.6	0.55	0.94	0.93	0.53	0.97	0.62	0.97	0.97	0.94	0.96	0.93	0.51	0.97	0.94	0.97	0.96	0.45	0.0	0.96	0.43	0.62	0.99	0.96	0.91	0.96	0.52	0.96	0.55	0.05	0.94	0.82	0.95	0.98	0.95	0.08
BUB3:ENSG00000154473:E7.2-E8.2|ENSG00000154473:E7.2-E8.1	0.44	0.52	0.54	0.51	0.6	0.54	0.62	0.46	0.4	0.34	0.46	0.5	0.22	0.6	0.27	0.38	0.42	0.44	0.42	0.39	0.46	0.43	0.59	0.58	0.34	0.42	0.34	0.34	0.45	0.62	0.6	0.43	0.41	0.59	0.36	0.64	0.61	0.42	0.61	0.51	0.5	0.46	0.57	0.52	0.54	0.48	0.49	0.39	0.43	0.33	0.67	0.45	0.56	0.56	0.5	0.61	0.33	0.51	0.4	0.4	0.5	0.45	0.54	0.5	0.52	0.52	0.35	0.63	0.45	0.49	0.6	0.21	0.41	0.34	0.55	0.26	0.39	0.49	0.47	0.49	0.51	0.46	0.64	0.32	0.41	0.47	0.38	0.69	0.46	0.43	0.34	0.49	0.45	0.67	0.26	0.33	0.63	0.33	0.69	0.35	0.56	0.52	0.43	0.39	0.56	0.48	0.52	0.54	0.54	0.5	0.46	0.51	0.57	0.42	0.48	0.51	0.59	0.57	0.35	0.49	0.45	0.58	0.49	0.59	0.41	0.49	0.23	0.68	0.51	0.41	0.52	0.43	0.54	0.5	0.45	0.35	0.46	0.48	0.4	0.27	0.42	0.6	0.45	0.38	0.45	0.5	0.28	0.39	0.54	0.27	0.53	0.42	0.64	0.57	0.6	0.71	0.63	0.66	0.33	0.45	0.55	0.49	0.42	0.56	0.37	0.49	0.58	0.43	0.53	0.35	0.5	0.33	0.34	0.41	0.47	0.46	0.47
MMS19:ENSG00000155229:E22.1-E22.3|ENSG00000155229:E22.1-E23.2	0.95	0.97	0.89	0.93	0.97	1.0	0.99	0.91	0.85	0.84	1.0	0.95	0	1.0	0.96	0.94	1.0	0.87	0.86	0.9	0.93	0.79	1.0	0.83	0.89	0.9	0.96	0.91	0.91	0.97	0.9	0.82	0.94	0.76	0.94	0.91	1.0	0.96	0.9	0.99	1.0	0.91	0.84	0.9	0.89	0.99	1.0	0.92	0.85	0.98	0.88	1.0	0.98	0.95	0.91	0.98	1.0	0.86	0.94	0.92	0.91	0.89	0.79	0.95	0.89	0.92	0.99	1.0	0.97	0.89	1.0	0.97	0.9	0.94	0.82	0.89	0.91	0.94	0.88	0.95	1.0	0.94	0.98	0.97	0.93	0.9	0.91	0.88	1.0	0.94	0.89	0.98	1.0	0.83	1.0	0.94	1.0	0.85	0.71	0.96	0.94	1.0	0.97	0.97	1.0	0.93	0.91	0.97	1.0	1.0	0.94	1.0	1.0	0.94	0.81	0.91	1.0	1.0	0.86	0.88	0.94	0.69	1.0	1.0	0.8	0.95	0.96	0.96	0.97	0.95	0.87	0.96	0.85	0.87	0.99	0.94	0.95	1.0	1.0	1.0	0.92	0.85	0.93	0.9	0.92	0.94	1.0	0.95	1.0	0.88	0.97	0.87	1.0	0.97	0.89	0.87	0.97	0.97	0.92	0.96	0.83	1.0	1.0	0.98	0.94	0.91	0.88	0.88	1.0	0.94	0.97	0.9	0.94	0.92	0.95	0.86	0.87
ZCCHC10:ENSG00000155329:E2.1-E3.1|ENSG00000155329:E1.6-E5.1	0.46	0	0.67	0.21	0.35	0.19	0.37	0.27	0	0	0.16	0.1	0.61	0.54	0.41	0.12	0.11	0.41	0.17	0.34	0.17	0.41	0.33	0.67	0.39	0.35	0.26	0.41	0.62	0.44	0.31	0.23	0.27	0	0.57	0.29	0	0.31	0.33	0.25	0.56	0.31	0.56	0.22	0	0.2	0.29	0.26	0	0.15	0.21	0.33	0.3	0.39	0.39	0	0.7	0.28	0.33	0.19	0	0.3	0.29	0	0.12	0.26	0.2	0.31	0.14	0.64	0.36	0	0.2	0.17	0.47	0.37	0	0.28	0.13	0.4	0.18	0.09	0.25	0	0.36	0	0.35	0.25	0.47	0.18	0.12	0.22	0.25	0.38	0.08	0.15	0.22	0	0.32	0.25	0.12	0.32	0.24	0	0.44	0.43	0	0.44	0.33	0	0.28	0.16	0.27	0.27	0.36	0.2	0	0.22	0.32	0	0	0.26	0	0.33	0.33	0.26	0.36	0.4	0.44	0.06	0.33	0.37	0	0.16	0.28	0.03	0.42	0.45	0.32	0.24	0	0.28	0.4	0.35	0.34	0.29	0.09	0.38	0.28	0.38	0.22	0.16	0.5	0.64	0.39	0.74	0.2	0.46	0.21	0.19	0.1	0.58	0.16	0.75	0.11	0.43	0.21	0.24	0.44	0.23	0.37	0.22	0.16	0.15	0.38	0.36	0.23
ETS2:ENSG00000157557:E2.3-E5.1|ENSG00000157557:E4.1-I4.1	0.9	0.96	0.87	0.85	0.87	0.71	0.87	0.59	0.97	0.41	0.84	0.77	0	0.73	0.8	0.98	0.88	0.91	0.86	0.98	0.68	0.71	0.89	0.97	0.77	0.84	0.88	0.93	0.99	0.96	0.63	0.82	0.74	1.0	0.92	0.74	0.59	0.8	0.93	0.92	0.95	0.71	0.83	0.88	1.0	0.79	0.69	0.82	0.56	0.79	0.87	0.74	0.73	0.97	0.91	0.94	0.93	0.85	0.71	0.9	0.5	0.68	0.61	0.93	0.77	0.82	0.94	0	0.8	0.78	0.96	0.97	0.83	0.85	0.96	0.78	0.92	0.84	0.87	0.87	0.95	0.83	0.99	0.97	0.99	0.95	0.99	0.98	1.0	0.58	0.8	0.8	0.91	0.69	0.85	0.98	0.84	0.98	0.72	0.94	0.82	0.82	0.75	0.93	0.96	0.97	0.9	0.79	0.67	0.98	0.64	0.97	0.98	0.86	0.85	0.83	0.94	0.86	0.85	0.99	0.98	0.72	0.76	0.79	0.84	0.83	0.88	0.83	0.92	0.91	0.61	0.64	0.86	0.81	0.92	0.82	0.73	0.99	0.93	0.95	0.77	0.84	0.75	0.78	0.7	0.84	0.84	0.93	0.76	0.94	0.99	0.87	0.94	0.9	0.84	0.31	0.91	0.97	0.86	0.9	0.92	0.88	0.88	0.97	0.72	0.75	0.65	0.79	0.88	0.77	0.93	0.77	0.86	0.76	0.92	0.56	0.99
WDR19:ENSG00000157796:E61.1-E63.1|ENSG00000157796:E62.1-I62.1	1.0	0	0	1.0	0	0	1.0	0.52	0	0	1.0	0	0	0	1.0	1.0	0	0	1.0	1.0	1.0	0.6	1.0	1.0	1.0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	1.0	0	1.0	0.39	1.0	0	1.0	1.0	1.0	0	0	0	1.0	0	1.0	0	1.0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	1.0	1.0	0	0.53	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0.48	0	0	0	1.0	0	0	1.0	0	1.0	1.0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	1.0	0.55	1.0	1.0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	1.0	1.0	1.0	0	0	1.0	1.0	1.0	1.0	0	0.48	0
USF1:ENSG00000158773:E12.7-I12.1|ENSG00000158773:E12.7-E13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.09	0.0	0.09	0.0	0.0	0.0	0.0	0.08	0.1	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.23	0.05	0.13	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.11	0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.19	0.0	0.1	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.08	0.0	0.15	0.0	0.0	0.0	0.06	0.0	0.0	0.03	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM160B2:ENSG00000158863:E16.11-I16.1|ENSG00000158863:E16.10-I16.1_22103944	0.68	0.78	0.87	0.66	0.82	0.77	0.71	0.65	0.8	0.8	0.6	0.53	0	0.79	0.82	0.95	0.97	0.41	0.61	0.91	0.84	0.75	0.84	0.43	0.73	0.82	0.76	0.67	0.75	0.49	0.65	0.63	0.65	0.92	0.69	0.78	0.88	0.81	0.68	0.8	0.85	0.89	0.81	0.74	0.86	0.82	0.74	0.77	0.89	0.87	0.83	1.0	0.54	0.77	0.77	0.62	0.83	0.76	0.76	0.75	0.93	0.74	0.63	0.73	0.5	0.66	0.75	0.54	0.76	0.64	0.74	0.8	0.91	0.8	1.0	0.73	0.67	0.47	0.75	0.76	0.75	0.79	0.95	0.93	0.83	0.89	0.96	0.96	0.92	0.93	0.86	0.74	0.93	0.71	0.84	0.91	0.7	0.74	0.46	0.95	0.7	0.76	0.7	0.76	0.96	0	0.79	0.81	0.75	0.74	0.64	0.79	0.71	0.77	0.77	0.75	0.8	0.81	0.82	0.87	0.64	0.5	0.81	0.72	0.93	0.89	0.95	0.76	0.74	1.0	0.57	0.67	0.9	1.0	0.64	0.91	0.92	0.82	0.59	0.64	0.77	0.71	0.68	0.73	0.58	0.71	1.0	0.68	0.79	0.87	0.78	0.6	0	0.9	0.57	0.62	0.97	0.93	0	0.88	0	0.82	0.75	1.0	0.71	0.7	0.71	0.65	0.78	0.88	0.83	0.78	0.75	0.74	0.88	0.81	0.84
